-7.800000000000000266e-01	3.767621127291675975e-02
-7.700000000000000178e-01	4.386908596293064011e-02
-7.600000000000000089e-01	5.105895106537444023e-02
-7.500000000000000000e-01	5.940096465307384554e-02
-7.399999999999999911e-01	6.907265119783749519e-02
-7.299999999999999822e-01	8.027265228086867543e-02
-7.199999999999999734e-01	9.322202987255874540e-02
-7.099999999999999645e-01	1.081651397315489954e-01
-7.000000000000000666e-01	1.253707417375406752e-01
-6.900000000000000577e-01	1.451339486983389271e-01
-6.800000000000000488e-01	1.677786370744435984e-01
-6.700000000000000400e-01	1.936620478686206792e-01
-6.600000000000000311e-01	2.231806839189549307e-01
-6.500000000000000222e-01	2.567785747460287205e-01
-6.400000000000000133e-01	2.949577628989807354e-01
-6.300000000000000044e-01	3.382908895764683010e-01
-6.199999999999999956e-01	3.874353757384414454e-01
-6.099999999999999867e-01	4.431483501831949279e-01
-5.999999999999999778e-01	5.063009680983060479e-01
-5.899999999999999689e-01	5.778906455371970452e-01
-5.799999999999999600e-01	6.590492843985844562e-01
-5.700000000000000622e-01	7.510457459554497062e-01
-5.600000000000000533e-01	8.552808896626462598e-01
-5.500000000000000444e-01	9.732741453762805417e-01
-5.400000000000000355e-01	1.106641330452603933e+00
-5.300000000000000266e-01	1.257064542491604486e+00
-5.200000000000000178e-01	1.426256234191872752e+00
-5.100000000000000089e-01	1.615920911115447778e+00
-5.000000000000000000e-01	1.827719099777425971e+00
-4.899999999999999911e-01	2.063239078084809996e+00
-4.799999999999999822e-01	2.323982156283223688e+00
-4.700000000000000289e-01	2.611366756991294835e+00
-4.600000000000000200e-01	2.926755094463176832e+00
-4.500000000000000111e-01	3.271503768088343644e+00
-4.400000000000000022e-01	3.647036155829310289e+00
-4.299999999999999933e-01	4.054930336606560104e+00
-4.199999999999999845e-01	4.497011746138695365e+00
-4.100000000000000311e-01	4.975435427717068038e+00
-4.000000000000000222e-01	5.492739194580162021e+00
-3.900000000000000133e-01	6.051846971563031197e+00
-3.800000000000000044e-01	6.656001672836525884e+00
-3.699999999999999956e-01	7.308609722987061019e+00
-3.599999999999999867e-01	8.012985015799175770e+00
-3.500000000000000333e-01	8.771988685551447062e+00
-3.400000000000000244e-01	9.587572133742742864e+00
-3.300000000000000155e-01	1.046024343041477245e+01
-3.200000000000000067e-01	1.138849034236250013e+01
-3.099999999999999978e-01	1.236820529035821714e+01
-2.999999999999999889e-01	1.339216690230860785e+01
-2.899999999999999800e-01	1.444963792384027279e+01
-2.800000000000000266e-01	1.552613877016115573e+01
-2.700000000000000178e-01	1.660344913272624723e+01
-2.600000000000000089e-01	1.765987663372425232e+01
-2.500000000000000000e-01	1.867081217094415990e+01

